Issue key,Summary,Description,Status,Priority,Issue Type,Created,Updated,Assignee,Labels,Components
GNOC-9783,AMM01 Migration from 2.17.6.1 to 2.18,"Migration of hosted server AMM01 from 2.17.6.1 to 2.18 Impact: The AMM web User Interface will be unavailable during the maintenance window. Gateway operation will be unaffected during this change window. The IP address of this server will change following the procedure. Please confirm with your IT team if your firewall restricts access by IP address. There will be no change to the instance's FQDN. All gateways should be configured to use the server FQDN. In case a gateway running supported firmware and configuration stops checking in after the upgrade, please reboot the gateway and troubleshoot before opening a new support case. AMM 2.18 There are many new features and updates in this release. For more info, please review the release notes at",Manager Approval CR,P3-Medium,Change,2025-10-09T05:49:27.628+0000,2025-10-09T05:49:30.942+0000,Suyash Ahire,,
GNOC-9781,ATT -- Maintenance on AAMG/NGEAG - CHG000010260917 and CHG000010260921 - CS2227416 - DAY-2,"Partners, Please see below upcoming maintenance windows that might affect MM7 traffic: Change Request/Ticketing System Identifier CHG000010260917 NGEAG/AAMG PROD: Removing 22 SCF nodes from Allen SCF F5 LB pool for port 8021 to allow callback traffic on only 4 HAproxy(Inbound Callback Traffic MM7 MO) Actual Activity Start Time (ET) 10/13/2025 10:00:00 PM CT Actual Activity End Time (ET) 10/14/2025 06:00:00 PM CT Change Request/Ticketing System Identifier CHG000010260921 NGEAG/AAMG PROD: Removing 22 SCF nodes from Bothell SCF F5 LB pool for port 8021 to allow callback traffic on only 4 HAproxy(Inbound Callback Traffic MM7 MO) Actual Activity Start Time (ET) 10/14/2025 10:00:00 PM CT Actual Activity End Time (ET) 10/15/2025 06:00:00 AM CT Thanks, Laszlo Kocsis AT&T Mobility EPSO Partner Service Management Network Engineering & Operations (NEO) AT&T Technology Operations Palachovo namesti 762/2 | Brno | 625 00 DLMSOEPSONotifications@att.com | laszlo.kocsis@intl.att.com Direct Dial +420 5471 27665 “This email and any attachments are confidential AT&T property intended solely for the recipients. If you received this message in error, please notify me and immediately delete this message from your computer. Any retention, distribution or other use of this email is strictly prohibited.”",Awaiting implementation,P4-Low,Change,2025-10-09T05:35:03.116+0000,2025-10-09T05:35:31.879+0000,Arabinda Mishra,ATT,
GNOC-9780,ATT -- Maintenance on AAMG/NGEAG - CHG000010260917 and CHG000010260921 - CS2227416 - DAY-1,"Partners, Please see below upcoming maintenance windows that might affect MM7 traffic: Change Request/Ticketing System Identifier CHG000010260917 NGEAG/AAMG PROD: Removing 22 SCF nodes from Allen SCF F5 LB pool for port 8021 to allow callback traffic on only 4 HAproxy(Inbound Callback Traffic MM7 MO) Actual Activity Start Time (ET) 10/13/2025 10:00:00 PM CT Actual Activity End Time (ET) 10/14/2025 06:00:00 PM CT Change Request/Ticketing System Identifier CHG000010260921 NGEAG/AAMG PROD: Removing 22 SCF nodes from Bothell SCF F5 LB pool for port 8021 to allow callback traffic on only 4 HAproxy(Inbound Callback Traffic MM7 MO) Actual Activity Start Time (ET) 10/14/2025 10:00:00 PM CT Actual Activity End Time (ET) 10/15/2025 06:00:00 AM CT Thanks, Laszlo Kocsis AT&T Mobility EPSO Partner Service Management Network Engineering & Operations (NEO) AT&T Technology Operations Palachovo namesti 762/2 | Brno | 625 00 DLMSOEPSONotifications@att.com | laszlo.kocsis@intl.att.com Direct Dial +420 5471 27665",Awaiting implementation,P4-Low,Change,2025-10-09T05:32:32.365+0000,2025-10-09T05:33:19.986+0000,Arabinda Mishra,ATT,
GNOC-9772,"SHIFT REPORT: Sema Kimathi - Oct 8, 2025","SHIFT REPORT: Sema Kimathi Oct 8, 2025",Completed,P5-Lowest,Incident,2025-10-08T13:43:35.830+0000,2025-10-08T23:04:33.925+0000,Sema Kimathi,,
GNOC-9771,"SHIFT REPORT: Preston Crump Oct 8, 2025","SHIFT REPORT: Preston Crump Oct 8, 2025",Completed,P5-Lowest,Incident,2025-10-08T13:05:40.809+0000,2025-10-08T22:58:29.948+0000,Unassigned,,
GNOC-9770,"SHIFT REPORT: Ed Guigou - Oct 08, 2025","SHIFT REPORT: Ed Guigou Oct 08, 2025",Completed,P5-Lowest,Incident,2025-10-08T13:03:58.692+0000,2025-10-08T22:42:11.341+0000,Unassigned,,
GNOC-9775,ALERT IMPROVEMENT REQUEST- mss_aws_a2 par and a1 fkt sipCode480Tx  count too high,"mssawsa2 par and a1 fkt sipCode480Tx count too high have been coming into the GNOC at an excessively high rate throughout September and October . Week 40 had 73 alerts for SipCode480 Tx too high mssawsa2par: MSS sipCode480Tx count too high : 255 mssawsa1fkt: MSS sipCode480Tx count too high : 171 Current threshold is at .33 according to a recent alert’s Zenoss event details: Between 10/6 to 10/8, we have received 25 such alerts at various times throughout the day, with most of them autoclosing within 15 minutes or less. Since we are receiving so many alerts without much authentic network incident occurring, can we see about raising the threshold before Zenoss alerts the GNOC on this particular cause code type? Thank you.",Open,P4-Low,Task,2025-10-08T18:59:42.482+0000,2025-10-08T19:29:49.539+0000,Mohamed Amine Elbahi,ALERT_IMPROVEMENT,
GNOC-8689,ALERT: Sparkle Network Connectivity Incident (CSI),"Sparkle Network Connectivity Incident | No Customer Tickets Reported Between 20250702 22:07 23:43 UTC, Essentials 1 subscription offers in the EU and NAM markets may have experienced delays and failures in SMS, USSD, Voice, and Data service establishment, as well as network connectivity. Although Sparkle’s incident lasted 1 hour, 36 minutes, the first 45 minutes of existing Data Sessions were impacted until 23:07 UTC. At 23:07 UTC, Data Service recovered; Existing Data sessions were unaffected, however, there may have been delays establishing new sessions. For the entirety of the incident, Essentials 1 customers may have experienced delays in SMS, USSD, Voice, Data service establishment, and network connectivity. After 23:06 UTC, existing Data sessions were unaffected; however, there may be delays establishing new sessions. Note (from PostIncident Assessment): In accordance with the Incident Management Process, GNOC management has reclassified the incident (lowered severity) from a Priority 2 (P2) to a Priority 3 (P3). For context, ChargePoint—the largest customer utilizing Essentials 1 on the Sparkle network—experienced minimal impact, with a loss of no more than 1,320 data sessions during the brief incident. Final Update: Services Restored. RCA received Sparkle's thirdparty provider restored services by repairing the Fiber circuit link between the cities of Roma and Bologna. Incident was elevated to a Level 2 carrier escalation. Semtech Data Service Timeline ( See Chargepoint Data Sessions sample ): Start Time: 20250702 22:21 UTC End Time: 20250702 23:06 UTC Duration: 45 minutes Sparkle Incident Timline Start Time: 20250702 22:07 UTC End Time: 20250702 23:43 UTC Duration: 1 hour, 36 minutes Impacted Customer(s): ChargePoint Inc, Matooma, Networth Telecom, Connected Cycle, Synox, AddSecure Group Services AB, SAVVY Telematic Systems AG, Nextivity, Allcom Telecom Brazil – Reseller, Ingenico France, Inpro/Seal Company, Sigicom AB – Connectivity, Webb Fontaine Group FZ",Completed,P3-Medium,Incident,2025-07-02T22:29:24.097+0000,2025-10-08T19:03:47.418+0000,Rashied Lataillade,"Data, Diameter, SIGTRAN, Sparkle",Roaming Carrier/Sponsor
GNOC-9712,ALERT IMPROVEMENT REQUEST - Misrouted Alarm - eu-av-operator-mvno-16 attempts in EU (Ireland),"Yesterday, on 10/1., the GNOC received a couple of notifications for connection between AV and MVNO taking 16 attempts and more to succeed. euavoperatormvnoover16attemptsalarm Normally, this type of alert doesn’t come across the GNOC dashboard. Can we find out what occurred within the routing for the alerts to arrive at the GNOC yesterday, 10/1? A quick query from revealed the last time this happened was March 18th of this year.",Done,P4-Low,Task,2025-10-02T12:23:18.616+0000,2025-10-08T18:39:38.118+0000,Jeffrey Synnestvedt,ALERT_IMPROVEMENT,
GNOC-9774,fktp-sig-adea: SCTP Abort on slot1 too high. 101.0 errors / 5 min,"At 15:16 UTC on GNOC received 4 P2 alerts for SCTP Abort on Slot 1 and Slot 2 in FKT and VTY are too high. We have referred this issue to the SME to investigate. Per Slack, Amine is investigating.",Completed,P4-Low,Incident,2025-10-08T16:19:06.789+0000,2025-10-08T17:01:11.039+0000,Mohamed Amine Elbahi,,"MVNO Telco, MVNO Voice"
GNOC-9768,Migrate 10-digits SMPP numbers to 15-digits,https://confluence.sierrawireless.com/display/NOC/Migrate+10digits+SMPP+numbers+to+15digits,CAB Approval,P3-Medium,Change,2025-10-08T08:48:33.748+0000,2025-10-08T16:20:17.064+0000,mmiladi,,
GNOC-9756,Cleanup of SS7  conf of Etisalat from our STPs/SMSCs,SS7 Cleanup of Etislat,Completed,P3-Medium,Change,2025-10-07T10:29:12.589+0000,2025-10-08T14:32:00.272+0000,Adnen Abidi,,
GNOC-9304,10 to 15digits migration / Rest of Customers - Operation 10/07/2025 -> 10/08/2025 (Matooma 6th week),"ARCEP, Regulatory Body in France requires to move all MSISDN in +33 and used for IOT from 10 to 15 digits format. Objective : After successfully migration of 3 customers, this set of operations target to migrate remaining customers MSISDNs to 15 digits. Target customer list with the migration dates is detailed below: Migration 10 to 15 digits list of customers.xlsx List of customers for 10 to 15 digit Migration.xlsx Migration period: 07/29/2025 10/15/2025 Project Confluence page: 2025 10 to 15 Digit Migration Project Management Office Confluence Sierra Wireless Operations : 10/07/2025 => 07102025MigrationBachV2.xlsx 10/08/2025 => 08102025MigrationBachV2.xlsx",Completed,P3-Medium,Change,2025-08-28T13:08:48.662+0000,2025-10-08T14:20:16.057+0000,Michael Hall,,
GNOC-9758,"SHIFT REPORT: Sema Kimathi - Oct 7, 2025","SHIFT REPORT: Sema Kimathi Oct 7, 2025",Completed,P5-Lowest,Incident,2025-10-07T13:01:09.808+0000,2025-10-08T13:54:38.297+0000,Sema Kimathi,,
GNOC-9767,"SHIFT REPORT: Rajan Yadav - Oct 8, 2025","SHIFT REPORT: Rajan Yadav Oct 8, 2025",Completed,P5-Lowest,Incident,2025-10-08T03:07:51.200+0000,2025-10-08T13:02:54.686+0000,Rajan Yadav,,
GNOC-9765,"SHIFT REPORT: Arabinda Mishra - Oct 08, 2025","SHIFT REPORT: Arabinda Mishra Oct 08, 2025",Completed,P5-Lowest,Incident,2025-10-08T02:48:49.312+0000,2025-10-08T13:01:06.701+0000,Arabinda Mishra,,
GNOC-9681,AT&T:RE: Upcoming Maintenance Windows on AAMG/NGEAG - CHG000010354038 postponed,"CHG000010354038 has been rescheduled to: Start Date : 10/07/2025 10:00:00 PM CT End Date : 10/08/2025 06:00:00 AM CT Thanks, Laszlo Kocsis AT&T Mobility EPSO Partner Service Management Network Engineering & Operations (NEO) AT&T Technology Operations Palachovo namesti 762/2 | Brno | 625 00 DLMSOEPSONotifications@att.com | laszlo.kocsis@intl.att.com Direct Dial +420 5471 27665 “This email and any attachments are confidential AT&T property intended solely for the recipients. If you received this message in error, please notify me and immediately delete this message from your computer. Any retention, distribution or other use of this email is strictly prohibited.” From: AT&T Partner Incident Mgmt < G02689@att.com > Sent: Wednesday, September 24, 2025 7:43 AM Subject: RE: Upcoming Maintenance Windows on AAMG/NGEAG CHG000010354038 postponed Partners, CHG000010354038 has been rescheduled: Start Date : 09/30/2025 22:00 US/Central Time End Date : 10/01/2025 06:00 US/Central Time Thanks, Laszlo Kocsis AT&T Mobility EPSO Partner Service Management Network Engineering & Operations (NEO) AT&T Technology Operations Palachovo namesti 762/2 | Brno | 625 00 DLMSOEPSONotifications@att.com | laszlo.kocsis@intl.att.com Direct Dial +420 5471 27665 “This email and any attachments are confidential AT&T property intended solely for the recipients. If you received this message in error, please notify me and immediately delete this message from your computer. Any retention, distribution or other use of this email is strictly prohibited.” From: AT&T Partner Incident Mgmt < G02689@att.com > Sent: Friday, September 19, 2025 9:51 AM Subject: Upcoming Maintenance Windows on AAMG/NGEAG AAMG and NGEAG partners, Please see below upcoming maintenance windows that might affect MM7 traffic. 1 St Day MW: Change Request/Ticketing System Identifier CHG000010260856 AAMG/NGEAG PROD : HAProxy provisioning (Adding 4 HAP nodes to Allen SCF F5 LB pool to port 8021) to allow callback traffic (Inbound Callback T",Completed,P4-Low,Change,2025-09-30T11:36:44.934+0000,2025-10-08T11:16:47.538+0000,Rajan Yadav,ATT,
GNOC-8849,Migration of JT diameter Traffic to the new DSCs,https://confluence.sierrawireless.com/display/NOC/Migration+S6a+Traffic+to+New+DEA,Completed,P3-Medium,Change,2025-07-17T10:05:32.771+0000,2025-10-08T08:48:34.905+0000,mmiladi,,
GNOC-9416,"DNA: Advance notice, Information, CT059132, Information / Tiedoksi: GGSN C104/U104 päivitys uusimpaan softaversioon 14.10.2025","TICKET ID: CT059132 CHANGE ID: DNASCHG0043248 STATUS: Information / Tiedoksi PRIORITY: Information TRAFICOM CLASS: Ei tarvetta BREAK START TIME: 14.10.2025 00:00 EET / 13.10.2025 21:00 UTC BREAK END TIME: 14.10.2025 04:00 EET / 14.10.2025 01:00 UTC TICKET CREATED: 08.09.2025 11:11 TICKET CREATOR: DNA Verkonhallintakeskus, Puh. 03 8212773 OPERATION TEAM: DNA Verkonhallintakeskus DETAILS: Päivitetään GGSN C104/U104 uusimpaan softaversioon 14.10. klo 0:00 alkaen. Otetaan noodi pois ajosta ennen päivitystä ja tyhjennetään asiakkaista ennen päivitystä. Please be advised that DNA will perform GGSN C104/U104 upgrade on 14.10.2025 0:004:00 During this maintenance window there will be no loss of connection to customers. The connection towards the C104/U104 nodes will disconnect for a short moment (upgrades need a reboot). We apologize for any inconvenience you may experience during this activity. Your cooperation and understanding are greatly appreciated. If you have any questions, feel free to contact DNA NOC This is an automatic email from https://efecteitsm.dna.fi",Canceled,P4-Low,Change,2025-09-08T10:53:43.177+0000,2025-10-08T07:39:47.748+0000,Rajan Yadav,"DNA, Maingate",
GNOC-9760,SIM v4.4.1 Behaviour Issue During Telia Sweden Outage,"ssue Summary: During the Telia Sweden network outage on September 22, 2025 , devices using SIM v4.4.1 and connected via Sparkle failed to switch IMSI profiles or MVNOs. Approximately 2,400 Sparkleconnected devices were affected and remained without service until Telia was restored. In contrast, BICSconnected devices with the same SIM version successfully switched to alternative networks. Devices with SIM v5.x handled the situation correctly, switching IMSI and MVNO as needed. Customer Impact: The most affected customer was Eskilstuna Strängnäs Energi & Miljö (ESEM) . Out of 9,366 Advanced2 SIM v4.4.1 devices , around 25% experienced prolonged outages . Technical Investigation: ICCID 8933240100001435914 was identified as ESSENTIALS1 , despite AV showing it as ADVANCED2 . The label “SmartSIM to Easy 210101” suggests it was updated via OTA . ESSENTIALS1 uses Sparkle IMSI only , which may explain the lack of IMSI switching during the outage. Followup: Asim provided additional ICCIDs for verification: 8933240100001890344 8933240100001435159 8933240100001820472 Fred confirmed that all are ESSENTIALS1 , likely migrated from ADVANCED2 via OTA.",Under review,P3-Medium,Problem,2025-10-07T13:31:44.054+0000,2025-10-08T07:25:13.532+0000,Asim Khamari,,
GNOC-9766,"SHIFT REPORT: Sean Yen - Oct 08, 2025",Using the SHIFT REPORT ticket to record: a. Health Checks b. “Benign/Brief Spike” investion information c. Time spent working on projects/other activities,Completed,P5-Lowest,Incident,2025-10-08T03:06:33.630+0000,2025-10-08T07:01:38.372+0000,syen,,
GNOC-9759,"SHIFT REPORT: Ed Guigou - Oct 07, 2025","SHIFT REPORT: Ed Guigou Oct 07, 2025",Completed,P5-Lowest,Incident,2025-10-07T13:19:07.952+0000,2025-10-08T05:31:04.075+0000,Unassigned,,
GNOC-9500,"DNA -- Advance notice, Information, CT059257 ,  Update of the background servers ","TICKET ID: CT059257 CHANGE ID: DNACHG0014461 STATUS: Information / Tiedoksi PRIORITY: Information TRAFICOM CLASS: Ei tarvetta BREAK START TIME: 08.10.2025 00:00 EET / 07.10.2025 21:00 UTC BREAK END TIME: 08.10.2025 06:00 EET / 08.10.2025 03:00 UTC TICKET CREATED: 12.09.2025 12:48 TICKET CREATOR: DNA Verkonhallintakeskus, Puh. 03 8212773 OPERATION TEAM: DNA Verkonhallintakeskus DETAILS: Työ tehdään palvelin kerrallaan, joten katkosta palvelun käyttöön ei ole odotettavissa. Työn aikana on kuitenkin kohonnut riski häiriöille. / The work will be done one server at a time, so no service outages are expected. However, there is an increased risk of disruptions during the work. DNA Vaihdepalvelun taustapalvelimien päivitys. / Update of the background servers for the DNA Vaihdepalvelu. This is an automatic email from https://efecteitsm.dna.fi",Completed,P4-Low,Change,2025-09-12T10:12:51.920+0000,2025-10-08T03:00:32.011+0000,Arabinda Mishra,"DNA, Maingate, Voice",
GNOC-9764,HC: SC - Carrier Fire and Security B.V. Lost Service increase (CSI) ,"Since 20251007 22:21 UTC, GNOC observed a increase for single customer Carrier Fire and security B.V.. Upon investigation into kibana, GNOC saw that the increase was due to Lost Service. 0 byte session increase was also observed. Viavi was also showing error code Incomplete for GTPv2 Create Session Request. Anomaly lasted for 25 min and auto cleared. Start time: 20251007 22:21 UTC End time: 20251007 22:46 UTC Duration: 25 minutes Impacted customers: Carrier Fire and security B.V. Impacted VPLMNs: Affected services: Radius, VssF, Sigtran, Diameter Affected Roaming Partner: MBQT Device Type: Advanced Sample ICCID: 8933240100003576532",Completed,P4-Low,Incident,2025-10-07T23:45:53.769+0000,2025-10-08T01:20:28.626+0000,Steven Lee,"Carrier_Fire_and_Security_BV, MVNO",MVNO Voice
GNOC-9747,"SHIFT REPORT: Steven Lee - Oct 06, 2025",Using the SHIFT REPORT ticket to record: a. Health Checks b. “Benign/Brief Spike” investion information c. Time spent working on projects/other activities,Completed,P5-Lowest,Incident,2025-10-06T23:07:52.946+0000,2025-10-07T22:57:42.212+0000,Steven Lee,,
GNOC-9761,ALERT: kibana: Suspicious SMS activity detected for customer 'Synox': 754.0 SMS sent between 2025-10-07 14:00:00 and 2025-10-07 15:00:00,"At 16:16 UTC, GNOC received this alert. After further investigation, GNOC has determined there is no fraud for the increase in SMS traffic for Synox. Start time: 20251007 14:12 UTC End time: 20251007 15:05 UTC Duration: 53 minutes Customer: Synox Traffic Type: SMS Roaming Partner: Orange 901, Sparkle VPLMN: Orange France, Bouygues Telecom Country: France Sample ICCID: 8933240100000443939",Completed,P4-Low,Incident,2025-10-07T15:30:33.301+0000,2025-10-07T18:31:23.920+0000,Sema Kimathi,"SMS, Synox",
GNOC-9750,"SHIFT REPORT: Rajan Yadav - Oct 7, 2025","SHIFT REPORT: Rajan Yadav Oct 7, 2025",Completed,P5-Lowest,Incident,2025-10-07T03:06:25.419+0000,2025-10-07T13:16:24.430+0000,Rajan Yadav,,
GNOC-9749,"SHIFT REPORT: Arabinda Mishra - Oct 07, 2025","SHIFT REPORT: Arabinda Mishra Oct 07, 2025",Completed,P5-Lowest,Incident,2025-10-07T02:48:32.540+0000,2025-10-07T12:57:53.892+0000,Arabinda Mishra,,
GNOC-9757,"DNA --Advance notice, Information, CT059524 , maintenance in mobile network","Caution: This email originated outside of Semtech. TICKET ID: CT059524 CHANGE ID: DNACHG0014513 STATUS: Update / Täydennys PRIORITY: Information TRAFICOM CLASS: Ei tarvetta BREAK START TIME: 03.11.2025 22:00 EET / 03.11.2025 20:00 UTC BREAK END TIME: 04.11.2025 04:00 EET / 04.11.2025 02:00 UTC TICKET CREATED: 23.09.2025 14:57 TICKET CREATOR: DNA Verkonhallintakeskus, Puh. 03 8212773 OPERATION TEAM: DNA Verkonhallintakeskus DETAILS: 07.10.2025 13:29: Päivitys/Update Huollon ajankohta on muuttunut. Pahoittelemme siirrosta mahdollisesti aiheutuvaa haittaa. The maintenance schedule has changed. We apologize for any inconvenience this may cause. /// Matkaviestinverkon huoltotyö aiheuttaa toiminnallisuuden heikkenemistä matkaviestinverkon (puhe ja datayhteydet) palveluissa. Pahoittelemme huollosta mahdollisesti aiheutuvaa haittaa. DNA will perform maintenance in mobile network. Occasional disturbances may occur during the maintenance. We are sorry for any inconvenience caused by this activity. Alueet / Areas: Helsinki, Vantaa Postinumerot/ Postal codes: 00750 01300 01350 01370 01380 This is an automatic email from https://efecteitsm.dna.fi",Awaiting implementation,P4-Low,Change,2025-10-07T11:36:25.471+0000,2025-10-07T11:39:46.877+0000,Arabinda Mishra,DNA,
